Source Name	Characteristics[organism]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[cell_line]
J132_EPA06P10_FTC-133_Thyroid_906864	Homo sapiens	FTC-133	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P10_FTC-133_Thyroid_906864	P-MTAB-44937	J132_EPA06P10_FTC-133_Thyroid_906864:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	FTC-133
J132_EPA06P1_A2058_Skin_906792	Homo sapiens	A2058	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P1_A2058_Skin_906792	P-MTAB-44937	J132_EPA06P1_A2058_Skin_906792:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	A2058
J132_EPA06P2_Ca9-22_Head & Neck_753538	Homo sapiens	Ca9-22	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P2_Ca9-22_Head & Neck_753538	P-MTAB-44937	J132_EPA06P2_Ca9-22_Head & Neck_753538:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	Ca9-22
J132_EPA06P3_D-392MG_CNS_946370	Homo sapiens	D-392MG	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P3_D-392MG_CNS_946370	P-MTAB-44937	J132_EPA06P3_D-392MG_CNS_946370:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	D-392MG
J132_EPA06P4_LU-99A_Lung:NSCLC_907796	Homo sapiens	LU-99A	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P4_LU-99A_Lung:NSCLC_907796	P-MTAB-44937	J132_EPA06P4_LU-99A_Lung:NSCLC_907796:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	LU-99A
J132_EPA06P5_YH-13_CNS_909905	Homo sapiens	YH-13	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P5_YH-13_CNS_909905	P-MTAB-44937	J132_EPA06P5_YH-13_CNS_909905:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	YH-13
J132_EPA06P6_SK-LMS-1_Misc_909720	Homo sapiens	SK-LMS-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P6_SK-LMS-1_Misc_909720	P-MTAB-44937	J132_EPA06P6_SK-LMS-1_Misc_909720:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	SK-LMS-1
J132_EPA06P7_PCI-6A_Head & Neck_1240206	Homo sapiens	PCI-6A	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P7_PCI-6A_Head & Neck_1240206	P-MTAB-44937	J132_EPA06P7_PCI-6A_Head & Neck_1240206:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	PCI-6A
J132_EPA06P8_NCI-SNU-1_Stomach_908444	Homo sapiens	NCI-SNU-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P8_NCI-SNU-1_Stomach_908444	P-MTAB-44937	J132_EPA06P8_NCI-SNU-1_Stomach_908444:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	NCI-SNU-1
J132_EPA06P9_COR-L321_Lung_1322213	Homo sapiens	COR-L321	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA06P9_COR-L321_Lung_1322213	P-MTAB-44937	J132_EPA06P9_COR-L321_Lung_1322213:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_A06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_A06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	COR-L321
J132_EPA07P10_RCC10RGB_Kidney_909974	Homo sapiens	RCC10RGB	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P10_RCC10RGB_Kidney_909974	P-MTAB-44937	J132_EPA07P10_RCC10RGB_Kidney_909974:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	RCC10RGB
J132_EPA07P1_CESS_Blood_910688	Homo sapiens	CESS	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P1_CESS_Blood_910688	P-MTAB-44937	J132_EPA07P1_CESS_Blood_910688:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	CESS
J132_EPA07P2_CHP-212_Brain_906820	Homo sapiens	CHP-212	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P2_CHP-212_Brain_906820	P-MTAB-44937	J132_EPA07P2_CHP-212_Brain_906820:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	CHP-212
J132_EPA07P3_EW-16_Bone_949165	Homo sapiens	EW-16	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P3_EW-16_Bone_949165	P-MTAB-44937	J132_EPA07P3_EW-16_Bone_949165:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	EW-16
J132_EPA07P4_LU-134-A_Lung_753588	Homo sapiens	LU-134-A	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P4_LU-134-A_Lung_753588	P-MTAB-44937	J132_EPA07P4_LU-134-A_Lung_753588:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	LU-134-A
J132_EPA07P5_TE-1_Esophagus_753621	Homo sapiens	TE-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P5_TE-1_Esophagus_753621	P-MTAB-44937	J132_EPA07P5_TE-1_Esophagus_753621:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	TE-1
J132_EPA07P6_H-EMC-SS_Bone_907290	Homo sapiens	H-EMC-SS	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P6_H-EMC-SS_Bone_907290	P-MTAB-44937	J132_EPA07P6_H-EMC-SS_Bone_907290:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	H-EMC-SS
J132_EPA07P7_NCI-H1792_Lung:NSCLC_724868	Homo sapiens	NCI-H1792	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P7_NCI-H1792_Lung:NSCLC_724868	P-MTAB-44937	J132_EPA07P7_NCI-H1792_Lung:NSCLC_724868:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	NCI-H1792
J132_EPA07P8_NUGC-3_Stomach_908455	Homo sapiens	NUGC-3	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P8_NUGC-3_Stomach_908455	P-MTAB-44937	J132_EPA07P8_NUGC-3_Stomach_908455:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	NUGC-3
J132_EPA07P9_SK-MEL-2_skin_905955	Homo sapiens	SK-MEL-2	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA07P9_SK-MEL-2_skin_905955	P-MTAB-44937	J132_EPA07P9_SK-MEL-2_skin_905955:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_A07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_A07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	SK-MEL-2
J132_EPA08P10_OACp4C_Esophagus_1503362	Homo sapiens	OACp4C	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P10_OACp4C_Esophagus_1503362	P-MTAB-44937	J132_EPA08P10_OACp4C_Esophagus_1503362:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	OACp4C
J132_EPA08P1_H2803_Lung_1240135	Homo sapiens	H2803	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P1_H2803_Lung_1240135	P-MTAB-44937	J132_EPA08P1_H2803_Lung_1240135:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	H2803
J132_EPA08P2_CAL-85-1_Breast_910852	Homo sapiens	CAL-85-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P2_CAL-85-1_Breast_910852	P-MTAB-44937	J132_EPA08P2_CAL-85-1_Breast_910852:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	CAL-85-1
J132_EPA08P3_HL-60_Blood_905938	Homo sapiens	HL-60	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P3_HL-60_Blood_905938	P-MTAB-44937	J132_EPA08P3_HL-60_Blood_905938:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	HL-60
J132_EPA08P4_LOU-NH91_Lung:NSCLC_1298226	Homo sapiens	LOU-NH91	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P4_LOU-NH91_Lung:NSCLC_1298226	P-MTAB-44937	J132_EPA08P4_LOU-NH91_Lung:NSCLC_1298226:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	LOU-NH91
J132_EPA08P5_TE-8_Esophagus_753623	Homo sapiens	TE-8	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P5_TE-8_Esophagus_753623	P-MTAB-44937	J132_EPA08P5_TE-8_Esophagus_753623:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	TE-8
J132_EPA08P6_HD-MY-Z_Blood_907050	Homo sapiens	HD-MY-Z	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P6_HD-MY-Z_Blood_907050	P-MTAB-44937	J132_EPA08P6_HD-MY-Z_Blood_907050:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	HD-MY-Z
J132_EPA08P7_NCI-H1355_Lung_724866	Homo sapiens	NCI-H1355	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P7_NCI-H1355_Lung_724866	P-MTAB-44937	J132_EPA08P7_NCI-H1355_Lung_724866:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	NCI-H1355
J132_EPA08P8_NB7_PNS_949174	Homo sapiens	NB7	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P8_NB7_PNS_949174	P-MTAB-44937	J132_EPA08P8_NB7_PNS_949174:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	NB7
J132_EPA08P9_IOSE-75-16SV40_Ovary_1479994	Homo sapiens	IOSE-75-16SV40	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA08P9_IOSE-75-16SV40_Ovary_1479994	P-MTAB-44937	J132_EPA08P9_IOSE-75-16SV40_Ovary_1479994:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_A08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_A08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	IOSE-75-16SV40
J132_EPA09P10_MKN45_Stomach_925340	Homo sapiens	MKN45	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P10_MKN45_Stomach_925340	P-MTAB-44937	J132_EPA09P10_MKN45_Stomach_925340:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	MKN45
J132_EPA09P1_H2722_Lung_1290812	Homo sapiens	H2722	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P1_H2722_Lung_1290812	P-MTAB-44937	J132_EPA09P1_H2722_Lung_1290812:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	H2722
J132_EPA09P2_CPC-N_Lung_753547	Homo sapiens	CPC-N	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P2_CPC-N_Lung_753547	P-MTAB-44937	J132_EPA09P2_CPC-N_Lung_753547:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	CPC-N
J132_EPA09P3_HCC1937_Breast_749714	Homo sapiens	HCC1937	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P3_HCC1937_Breast_749714	P-MTAB-44937	J132_EPA09P3_HCC1937_Breast_749714:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	HCC1937
J132_EPA09P4_GAMG_Brain_906868	Homo sapiens	GAMG	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P4_GAMG_Brain_906868	P-MTAB-44937	J132_EPA09P4_GAMG_Brain_906868:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.2.zip	GAMG
J132_EPA09P5_SiHa_Cervix_930297	Homo sapiens	SiHa	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P5_SiHa_Cervix_930297	P-MTAB-44937	J132_EPA09P5_SiHa_Cervix_930297:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	SiHa
J132_EPA09P6_SW684_Misc_909754	Homo sapiens	SW684	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P6_SW684_Misc_909754	P-MTAB-44937	J132_EPA09P6_SW684_Misc_909754:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	SW684
J132_EPA09P7_NCI-H1048_Lung_687995	Homo sapiens	NCI-H1048	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P7_NCI-H1048_Lung_687995	P-MTAB-44937	J132_EPA09P7_NCI-H1048_Lung_687995:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	NCI-H1048
J132_EPA09P8_NMC-G1_CNS_908449	Homo sapiens	NMC-G1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P8_NMC-G1_CNS_908449	P-MTAB-44937	J132_EPA09P8_NMC-G1_CNS_908449:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	NMC-G1
J132_EPA09P9_Hs-578-T_breast_905957	Homo sapiens	Hs-578-T	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA09P9_Hs-578-T_breast_905957	P-MTAB-44937	J132_EPA09P9_Hs-578-T_breast_905957:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_A09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_A09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	Hs-578-T
J132_EPA10P1_HCC1419_Breast_907045	Homo sapiens	HCC1419	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P1_HCC1419_Breast_907045	P-MTAB-44937	J132_EPA10P1_HCC1419_Breast_907045:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	HCC1419
J132_EPA10P2_CRO-AP2_Blood_906807	Homo sapiens	CRO-AP2	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P2_CRO-AP2_Blood_906807	P-MTAB-44937	J132_EPA10P2_CRO-AP2_Blood_906807:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	CRO-AP2
J132_EPA10P3_HEL_Blood_907053	Homo sapiens	HEL	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P3_HEL_Blood_907053	P-MTAB-44937	J132_EPA10P3_HEL_Blood_907053:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	HEL
J132_EPA10P4_GMS-10_Brain_906873	Homo sapiens	GMS-10	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P4_GMS-10_Brain_906873	P-MTAB-44937	J132_EPA10P4_GMS-10_Brain_906873:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	GMS-10
J132_EPA10P5_SCC-9_Head & Neck_909709	Homo sapiens	SCC-9	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P5_SCC-9_Head & Neck_909709	P-MTAB-44937	J132_EPA10P5_SCC-9_Head & Neck_909709:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	SCC-9
J132_EPA10P6_HOP-92_Lung:NSCLC_905973	Homo sapiens	HOP-92	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P6_HOP-92_Lung:NSCLC_905973	P-MTAB-44937	J132_EPA10P6_HOP-92_Lung:NSCLC_905973:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	HOP-92
J132_EPA10P7_OAW-42_Ovary_910548	Homo sapiens	OAW-42	cell	P-MTAB-44941	P-MTAB-44940	J132_EPA10P7_OAW-42_Ovary_910548	P-MTAB-44937	J132_EPA10P7_OAW-42_Ovary_910548:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_A10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_A10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip	OAW-42
